floorplan_idx,room_count,area_m2,scenario,algorithm,microphones,target_room,interferer_room,noise_room,estimated_room,room_correct,localization_error_m,reference_microphone,input_snr_db,output_snr_db,snr_improvement_db,input_si_sdr_db,output_si_sdr_db,si_sdr_improvement_db,input_stoi,output_stoi,stoi_improvement,input_pesq,output_pesq,pesq_improvement,input_dry_si_sdr_db,output_dry_si_sdr_db,input_dry_stoi,output_dry_stoi,input_dry_pesq,output_dry_pesq,processing_s,rtf
2259,8,82.6477,cross_room,mvdr,8,living_0,bedroom_2,bathroom_1,living_0,True,0.1141,bedroom_1:center,16.1675,26.9567,10.7892,16.1942,13.3697,-2.8245,0.91309,0.97987,0.06678,2.04553,3.7492,1.70367,-3.4736,-3.6161,0.71169,0.74419,1.04747,1.05792,0.01765,0.007511
2259,8,82.6477,cross_room,gev,8,living_0,bedroom_2,bathroom_1,living_0,True,0.1141,bedroom_1:center,16.1675,24.2599,8.0924,16.1942,10.8547,-5.3394,0.91309,0.97968,0.06659,2.04553,3.49638,1.45085,-3.4736,-3.3836,0.71169,0.7513,1.04747,1.05986,0.026802,0.011405
2259,8,82.6477,cross_room,mwf,8,living_0,bedroom_2,bathroom_1,living_0,True,0.1141,bedroom_1:center,16.1675,23.5493,7.3818,16.1942,21.1916,4.9975,0.91309,0.97595,0.06286,2.04553,3.15144,1.10591,-3.4736,-3.3851,0.71169,0.73964,1.04747,1.05591,0.017972,0.007648
4702,8,91.5204,same_room,best_single,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,3.9222,0.0,3.8336,3.8336,0.0,0.69942,0.69942,0.0,1.16149,1.16149,0.0,-11.0268,-11.0268,0.60084,0.60084,1.0328,1.0328,0.0,0.0
4702,8,91.5204,same_room,ds,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,7.5317,3.6095,3.8336,5.4375,1.6039,0.69942,0.69378,-0.00564,1.16149,1.2778,0.11631,-11.0268,-10.9576,0.60084,0.57032,1.0328,1.0396,0.009621,0.004094
4702,8,91.5204,same_room,weighted_ds,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,8.0297,4.1075,3.8336,6.7142,2.8806,0.69942,0.7403,0.04087,1.16149,1.29769,0.13621,-11.0268,-10.7868,0.60084,0.5879,1.0328,1.03434,0.009334,0.003972
4702,8,91.5204,same_room,mvdr,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,21.2813,17.3591,3.8336,5.1872,1.3536,0.69942,0.87043,0.17101,1.16149,2.3685,1.20701,-11.0268,-10.0671,0.60084,0.63189,1.0328,1.03872,0.017984,0.007653
4702,8,91.5204,same_room,gev,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,19.1676,15.2454,3.8336,3.9659,0.1323,0.69942,0.88822,0.1888,1.16149,2.07286,0.91137,-11.0268,-10.2955,0.60084,0.66508,1.0328,1.04037,0.027112,0.011537
4702,8,91.5204,same_room,mwf,8,living_0,living_0,bathroom_1,living_0,True,0.8063,living_0:aux:1,3.9222,18.837,14.9148,3.8336,16.1273,12.2936,0.69942,0.92944,0.23001,1.16149,2.40555,1.24406,-11.0268,-9.4136,0.60084,0.69166,1.0328,1.10236,0.017289,0.007357
4702,8,91.5204,cross_room,best_single,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,12.1242,0.0,12.0644,12.0644,0.0,0.85641,0.85641,0.0,1.64314,1.64314,0.0,-9.2815,-9.2815,0.66977,0.66977,1.04018,1.04018,0.0,0.0
4702,8,91.5204,cross_room,ds,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,6.1285,-5.9957,12.0644,4.4076,-7.6569,0.85641,0.67288,-0.18353,1.64314,1.19495,-0.44819,-9.2815,-11.2681,0.66977,0.568,1.04018,1.03574,0.00948,0.004034
4702,8,91.5204,cross_room,weighted_ds,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,14.3863,2.2621,12.0644,11.4315,-0.6329,0.85641,0.87408,0.01767,1.64314,1.87997,0.23683,-9.2815,-10.1239,0.66977,0.64,1.04018,1.04058,0.009475,0.004032
4702,8,91.5204,cross_room,mvdr,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,26.033,13.9088,12.0644,7.5964,-4.468,0.85641,0.91248,0.05607,1.64314,3.15384,1.5107,-9.2815,-10.5253,0.66977,0.63721,1.04018,1.04556,0.016955,0.007215
4702,8,91.5204,cross_room,gev,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,26.0097,13.8855,12.0644,4.9715,-7.0929,0.85641,0.93033,0.07392,1.64314,3.28021,1.63707,-9.2815,-10.3653,0.66977,0.67216,1.04018,1.04839,0.026947,0.011467
4702,8,91.5204,cross_room,mwf,8,living_0,bedroom_1,bathroom_1,living_0,True,0.8063,living_0:aux:1,12.1242,21.9231,9.7989,12.0644,19.9888,7.9244,0.85641,0.96159,0.10518,1.64314,3.15687,1.51373,-9.2815,-9.1502,0.66977,0.70904,1.04018,1.05218,0.017667,0.007518
1329,8,102.2906,same_room,best_single,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,1.4521,0.0,1.4402,1.4402,0.0,0.65361,0.65361,0.0,1.10888,1.10888,0.0,-11.2112,-11.2112,0.53377,0.53377,1.02569,1.02569,0.0,0.0
1329,8,102.2906,same_room,ds,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,4.3103,2.8581,1.4402,0.507,-0.9333,0.65361,0.53345,-0.12017,1.10888,1.11505,0.00618,-11.2112,-14.0596,0.53377,0.54589,1.02569,1.05783,0.00954,0.004059
1329,8,102.2906,same_room,weighted_ds,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,4.1853,2.7331,1.4402,0.5773,-0.863,0.65361,0.54965,-0.10396,1.10888,1.11401,0.00514,-11.2112,-14.0233,0.53377,0.55049,1.02569,1.03422,0.009604,0.004087
1329,8,102.2906,same_room,mvdr,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,19.2019,17.7497,1.4402,1.5203,0.0801,0.65361,0.65472,0.00111,1.10888,1.52878,0.4199,-11.2112,-13.2151,0.53377,0.60329,1.02569,1.03948,0.017799,0.007574
1329,8,102.2906,same_room,gev,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,15.1433,13.6911,1.4402,0.1992,-1.2411,0.65361,0.67448,0.02087,1.10888,1.4124,0.30352,-11.2112,-13.9623,0.53377,0.59545,1.02569,1.0371,0.027015,0.011496
1329,8,102.2906,same_room,mwf,8,living_0,living_0,bathroom_0,living_0,True,3.6361,balcony_0:center,1.4521,16.0065,14.5543,1.4402,12.2883,10.848,0.65361,0.86212,0.20851,1.10888,1.93719,0.82831,-11.2112,-10.7076,0.53377,0.57857,1.02569,1.04403,0.018034,0.007674
1329,8,102.2906,cross_room,best_single,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,9.4165,0.0,9.3097,9.3097,0.0,0.80979,0.80979,0.0,1.49889,1.49889,0.0,-10.4919,-10.4919,0.58128,0.58128,1.03782,1.03782,0.0,0.0
1329,8,102.2906,cross_room,ds,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,6.6958,-2.7207,9.3097,3.882,-5.4278,0.80979,0.67458,-0.13522,1.49889,1.23968,-0.2592,-10.4919,-13.7716,0.58128,0.57229,1.03782,1.05431,0.009436,0.004015
1329,8,102.2906,cross_room,weighted_ds,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,14.2578,4.8413,9.3097,8.5333,-0.7764,0.80979,0.8434,0.03361,1.49889,1.73598,0.23709,-10.4919,-12.1558,0.58128,0.54655,1.03782,1.03998,0.010024,0.004266
1329,8,102.2906,cross_room,mvdr,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,24.1,14.6835,9.3097,7.3893,-1.9204,0.80979,0.89639,0.0866,1.49889,2.49112,0.99223,-10.4919,-12.4319,0.58128,0.62441,1.03782,1.04355,0.017737,0.007547
1329,8,102.2906,cross_room,gev,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,16.3767,6.9603,9.3097,3.135,-6.1747,0.80979,0.9076,0.0978,1.49889,2.57065,1.07176,-10.4919,-12.9811,0.58128,0.58182,1.03782,1.04289,0.027148,0.011553
1329,8,102.2906,cross_room,mwf,8,living_0,bedroom_0,bathroom_0,living_0,True,3.5621,bathroom_1:center,9.4165,20.9265,11.51,9.3097,17.234,7.9243,0.80979,0.95781,0.14801,1.49889,2.8966,1.39771,-10.4919,-10.2924,0.58128,0.62027,1.03782,1.04418,0.017233,0.007333
14830,10,89.5994,same_room,best_single,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,7.7405,0.0,7.856,7.856,0.0,0.78074,0.78074,0.0,1.25027,1.25027,0.0,-0.922,-0.922,0.74304,0.74304,1.04975,1.04975,0.0,0.0
14830,10,89.5994,same_room,ds,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,5.1738,-2.5667,7.856,-0.946,-8.802,0.78074,0.48404,-0.2967,1.25027,1.08712,-0.16316,-0.922,-9.4467,0.74304,0.51331,1.04975,1.02751,0.009593,0.004082
14830,10,89.5994,same_room,weighted_ds,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,7.3828,-0.3577,7.856,3.9313,-3.9246,0.78074,0.68694,-0.0938,1.25027,1.17323,-0.07705,-0.922,-4.797,0.74304,0.63629,1.04975,1.03094,0.009834,0.004185
14830,10,89.5994,same_room,mvdr,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,22.8277,15.0872,7.856,4.2953,-3.5607,0.78074,0.86627,0.08553,1.25027,2.29444,1.04416,-0.922,-4.524,0.74304,0.72925,1.04975,1.05599,0.018383,0.007823
14830,10,89.5994,same_room,gev,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,23.1021,15.3616,7.856,1.943,-5.9129,0.78074,0.88156,0.10082,1.25027,2.09789,0.84762,-0.922,-5.1385,0.74304,0.77563,1.04975,1.07052,0.027163,0.011559
14830,10,89.5994,same_room,mwf,8,living_0,living_0,bathroom_0,living_0,True,0.5043,balcony_0:center,7.7405,20.7074,12.967,7.856,17.8947,10.0387,0.78074,0.94868,0.16794,1.25027,2.52382,1.27354,-0.922,0.2567,0.74304,0.83996,1.04975,1.09773,0.018525,0.007883
14830,10,89.5994,cross_room,best_single,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,9.8046,0.0,9.7703,9.7703,0.0,0.83537,0.83537,0.0,1.43913,1.43913,0.0,-10.883,-10.883,0.55723,0.55723,1.0378,1.0378,0.0,0.0
14830,10,89.5994,cross_room,ds,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,2.6651,-7.1395,9.7703,-1.396,-11.1662,0.83537,0.59803,-0.23735,1.43913,1.09523,-0.34389,-10.883,-9.6784,0.55723,0.49831,1.0378,1.02484,0.011331,0.004822
14830,10,89.5994,cross_room,weighted_ds,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,8.5884,-1.2162,9.7703,2.9699,-6.8004,0.83537,0.73652,-0.09885,1.43913,1.33387,-0.10526,-10.883,-11.3141,0.55723,0.48095,1.0378,1.03146,0.012744,0.005423
14830,10,89.5994,cross_room,mvdr,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,19.9973,10.1927,9.7703,1.2558,-8.5145,0.83537,0.83095,-0.00443,1.43913,1.99787,0.55874,-10.883,-10.5663,0.55723,0.51956,1.0378,1.03957,0.01916,0.008153
14830,10,89.5994,cross_room,gev,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,17.207,7.4024,9.7703,-0.965,-10.7353,0.83537,0.80083,-0.03455,1.43913,1.75717,0.31804,-10.883,-11.024,0.55723,0.60818,1.0378,1.04447,0.028243,0.012018
14830,10,89.5994,cross_room,mwf,8,living_0,bedroom_0,bathroom_0,living_0,True,0.5046,kitchen_0:aux:1,9.8046,17.1057,7.3011,9.7703,14.8842,5.114,0.83537,0.92539,0.09002,1.43913,2.29879,0.85966,-10.883,-11.5735,0.55723,0.58049,1.0378,1.0442,0.017848,0.007595
3111,10,97.0784,same_room,best_single,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,3.0964,0.0,3.1684,3.1684,0.0,0.68188,0.68188,0.0,1.16789,1.16789,0.0,-12.0519,-12.0519,0.54425,0.54425,1.03149,1.03149,0.0,0.0
3111,10,97.0784,same_room,ds,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,5.28,2.1836,3.1684,3.7072,0.5388,0.68188,0.64815,-0.03373,1.16789,1.21947,0.05158,-12.0519,-12.4996,0.54425,0.56181,1.03149,1.03916,0.010029,0.004268
3111,10,97.0784,same_room,weighted_ds,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,5.4406,2.3442,3.1684,4.7393,1.5709,0.68188,0.70099,0.01911,1.16789,1.29179,0.12389,-12.0519,-12.4359,0.54425,0.51104,1.03149,1.03455,0.009571,0.004073
3111,10,97.0784,same_room,mvdr,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,17.4535,14.3571,3.1684,-0.6614,-3.8298,0.68188,0.73656,0.05468,1.16789,1.65498,0.48709,-12.0519,-12.2656,0.54425,0.58617,1.03149,1.19788,0.017918,0.007625
3111,10,97.0784,same_room,gev,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,16.5598,13.4635,3.1684,-0.7696,-3.938,0.68188,0.82589,0.14401,1.16789,1.87739,0.7095,-12.0519,-13.1351,0.54425,0.60205,1.03149,1.04273,0.026947,0.011467
3111,10,97.0784,same_room,mwf,8,living_0,living_0,bathroom_3,living_0,True,1.2651,kitchen_0:aux:1,3.0964,16.7239,13.6275,3.1684,15.0724,11.904,0.68188,0.90238,0.2205,1.16789,2.33998,1.17208,-12.0519,-10.4888,0.54425,0.61886,1.03149,1.34738,0.017442,0.007422
3111,10,97.0784,cross_room,best_single,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,13.2852,0.0,13.3193,13.3193,0.0,0.88456,0.88456,0.0,1.85837,1.85837,0.0,-10.5505,-10.5505,0.62033,0.62033,1.03861,1.03861,0.0,0.0
3111,10,97.0784,cross_room,ds,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,2.9794,-10.3058,13.3193,1.9812,-11.3381,0.88456,0.618,-0.26656,1.85837,1.10889,-0.74949,-10.5505,-12.768,0.62033,0.5604,1.03861,1.03404,0.009333,0.003972
3111,10,97.0784,cross_room,weighted_ds,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,13.7509,0.4657,13.3193,12.7612,-0.5581,0.88456,0.8685,-0.01606,1.85837,1.91133,0.05296,-10.5505,-10.8442,0.62033,0.60111,1.03861,1.03962,0.009795,0.004168
3111,10,97.0784,cross_room,mvdr,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,22.5865,9.3013,13.3193,5.5808,-7.7385,0.88456,0.9128,0.02824,1.85837,2.90614,1.04776,-10.5505,-11.1814,0.62033,0.6365,1.03861,1.04904,0.017352,0.007384
3111,10,97.0784,cross_room,gev,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,23.0805,9.7953,13.3193,1.786,-11.5333,0.88456,0.90185,0.01729,1.85837,2.96416,1.10579,-10.5505,-10.8543,0.62033,0.62454,1.03861,1.05421,0.027297,0.011616
3111,10,97.0784,cross_room,mwf,8,living_0,bedroom_2,bathroom_3,living_0,True,1.2646,kitchen_0:aux:1,13.2852,22.422,9.1369,13.3193,20.3067,6.9874,0.88456,0.96366,0.0791,1.85837,3.18663,1.32826,-10.5505,-10.4004,0.62033,0.64746,1.03861,1.04644,0.018045,0.007679
4233,10,110.1757,same_room,best_single,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,6.272,0.0,6.3748,6.3748,0.0,0.7563,0.7563,0.0,1.1946,1.1946,0.0,-6.3696,-6.3696,0.62654,0.62654,1.03835,1.03835,0.0,0.0
4233,10,110.1757,same_room,ds,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,6.2459,-0.026,6.3748,3.5123,-2.8624,0.7563,0.69791,-0.05839,1.1946,1.17799,-0.01662,-6.3696,-10.0016,0.62654,0.6197,1.03835,1.03612,0.009509,0.004046
4233,10,110.1757,same_room,weighted_ds,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,8.0679,1.7959,6.3748,6.7756,0.4009,0.7563,0.78112,0.02482,1.1946,1.28202,0.08741,-6.3696,-8.936,0.62654,0.66467,1.03835,1.04087,0.009473,0.004031
4233,10,110.1757,same_room,mvdr,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,20.8321,14.5601,6.3748,2.2688,-4.1059,0.7563,0.84653,0.09023,1.1946,2.11506,0.92046,-6.3696,-9.2632,0.62654,0.70479,1.03835,1.06872,0.017223,0.007329
4233,10,110.1757,same_room,gev,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,20.5611,14.2891,6.3748,-2.9926,-9.3674,0.7563,0.86381,0.10751,1.1946,2.10297,0.90837,-6.3696,-12.0396,0.62654,0.65138,1.03835,1.06981,0.027415,0.011666
4233,10,110.1757,same_room,mwf,8,living_0,living_0,balcony_1,living_0,True,0.477,bathroom_3:aux:1,6.272,20.6466,14.3746,6.3748,17.6874,11.3126,0.7563,0.94406,0.18776,1.1946,2.50469,1.31008,-6.3696,-5.7155,0.62654,0.71461,1.03835,1.08171,0.018141,0.00772
4233,10,110.1757,cross_room,best_single,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,7.8429,0.0,7.8496,7.8496,0.0,0.79962,0.79962,0.0,1.27479,1.27479,0.0,-6.288,-6.288,0.65038,0.65038,1.04326,1.04326,0.0,0.0
4233,10,110.1757,cross_room,ds,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,5.9191,-1.9238,7.8496,3.2685,-4.5811,0.79962,0.68514,-0.11448,1.27479,1.1627,-0.11209,-6.288,-9.9344,0.65038,0.60307,1.04326,1.0363,0.009448,0.00402
4233,10,110.1757,cross_room,weighted_ds,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,9.8125,1.9696,7.8496,7.2064,-0.6432,0.79962,0.81057,0.01095,1.27479,1.38156,0.10677,-6.288,-8.9488,0.65038,0.67952,1.04326,1.04352,0.009854,0.004193
4233,10,110.1757,cross_room,mvdr,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,19.8966,12.0537,7.8496,1.597,-6.2526,0.79962,0.7777,-0.02191,1.27479,1.62502,0.35023,-6.288,-9.3549,0.65038,0.65918,1.04326,1.04542,0.017305,0.007364
4233,10,110.1757,cross_room,gev,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,14.3413,6.4984,7.8496,-0.8848,-8.7344,0.79962,0.89164,0.09203,1.27479,2.35402,1.07924,-6.288,-8.6515,0.65038,0.74032,1.04326,1.06336,0.027083,0.011525
4233,10,110.1757,cross_room,mwf,8,living_0,bedroom_1,balcony_1,living_0,True,0.4796,bathroom_3:aux:1,7.8429,22.1456,14.3027,7.8496,20.2103,12.3606,0.79962,0.95772,0.1581,1.27479,2.75016,1.47537,-6.288,-5.701,0.65038,0.73033,1.04326,1.0815,0.018223,0.007755
1449,10,126.1896,same_room,best_single,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,1.4799,0.0,1.3729,1.3729,0.0,0.64375,0.64375,0.0,1.10778,1.10778,0.0,-12.5612,-12.5612,0.55734,0.55734,1.02939,1.02939,0.0,0.0
1449,10,126.1896,same_room,ds,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,4.0133,2.5334,1.3729,0.1404,-1.2325,0.64375,0.57506,-0.06869,1.10778,1.16797,0.06018,-12.5612,-14.5813,0.55734,0.55674,1.02939,1.03412,0.009691,0.004124
1449,10,126.1896,same_room,weighted_ds,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,4.2053,2.7254,1.3729,0.4604,-0.9125,0.64375,0.60074,-0.043,1.10778,1.1796,0.07182,-12.5612,-14.3834,0.55734,0.55895,1.02939,1.03475,0.009332,0.003971
1449,10,126.1896,same_room,mvdr,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,13.1906,11.7107,1.3729,-2.1622,-3.5351,0.64375,0.6168,-0.02694,1.10778,1.29905,0.19127,-12.5612,-12.0185,0.55734,0.59354,1.02939,1.04266,0.017925,0.007628
1449,10,126.1896,same_room,gev,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,13.9376,12.4578,1.3729,-3.0517,-4.4246,0.64375,0.6529,0.00916,1.10778,1.3759,0.26812,-12.5612,-14.0906,0.55734,0.59202,1.02939,1.04124,0.027348,0.011638
1449,10,126.1896,same_room,mwf,8,living_0,living_0,balcony_2,living_0,True,0.9678,bedroom_0:aux:1,1.4799,12.5636,11.0837,1.3729,10.0983,8.7254,0.64375,0.82871,0.18496,1.10778,1.6412,0.53342,-12.5612,-9.6899,0.55734,0.6626,1.02939,1.05556,0.017895,0.007615
1449,10,126.1896,cross_room,best_single,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,16.0978,0.0,16.1057,16.1057,0.0,0.92656,0.92656,0.0,2.09981,2.09981,0.0,-8.1007,-8.1007,0.60879,0.60879,1.03786,1.03786,0.0,0.0
1449,10,126.1896,cross_room,ds,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,3.039,-13.0588,16.1057,-0.9969,-17.1026,0.92656,0.50564,-0.42092,2.09981,1.0692,-1.03061,-8.1007,-14.2184,0.60879,0.53618,1.03786,1.03217,0.010988,0.004676
1449,10,126.1896,cross_room,weighted_ds,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,16.025,-0.0728,16.1057,5.7081,-10.3976,0.92656,0.79548,-0.13108,2.09981,1.5129,-0.58691,-8.1007,-11.5448,0.60879,0.65655,1.03786,1.04611,0.015011,0.006388
1449,10,126.1896,cross_room,mvdr,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,22.2011,6.1033,16.1057,4.5866,-11.5191,0.92656,0.85116,-0.07541,2.09981,1.99976,-0.10005,-8.1007,-11.484,0.60879,0.61453,1.03786,1.04868,0.022066,0.00939
1449,10,126.1896,cross_room,gev,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,22.3671,6.2693,16.1057,5.7664,-10.3393,0.92656,0.8838,-0.04277,2.09981,2.48382,0.38401,-8.1007,-11.4582,0.60879,0.65901,1.03786,1.04949,0.028665,0.012198
1449,10,126.1896,cross_room,mwf,8,living_0,bedroom_1,balcony_2,living_0,True,0.9786,balcony_0:center,16.0978,22.5015,6.4037,16.1057,20.2444,4.1388,0.92656,0.96799,0.04143,2.09981,3.06047,0.96065,-8.1007,-8.3755,0.60879,0.60198,1.03786,1.04218,0.017757,0.007556
985,10,144.7309,same_room,best_single,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,2.6099,0.0,2.4491,2.4491,0.0,0.64871,0.64871,0.0,1.10221,1.10221,0.0,-5.1526,-5.1526,0.58808,0.58808,1.02867,1.02867,0.0,0.0
985,10,144.7309,same_room,ds,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,4.1272,1.5173,2.4491,1.3209,-1.1282,0.64871,0.61979,-0.02892,1.10221,1.11247,0.01026,-5.1526,-12.2447,0.58808,0.55238,1.02867,1.03231,0.010994,0.004678
985,10,144.7309,same_room,weighted_ds,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,4.2457,1.6358,2.4491,2.6749,0.2258,0.64871,0.66481,0.0161,1.10221,1.1254,0.02319,-5.1526,-9.6836,0.58808,0.52543,1.02867,1.02966,0.011143,0.004742
985,10,144.7309,same_room,mvdr,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,14.5629,11.953,2.4491,2.618,0.1689,0.64871,0.76593,0.11722,1.10221,1.54583,0.44362,-5.1526,-8.1446,0.58808,0.59376,1.02867,1.03561,0.019383,0.008248
985,10,144.7309,same_room,gev,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,15.436,12.8261,2.4491,-0.1495,-2.5986,0.64871,0.81306,0.16435,1.10221,1.60629,0.50407,-5.1526,-6.6245,0.58808,0.64553,1.02867,1.05368,0.02964,0.012613
985,10,144.7309,same_room,mwf,8,living_0,living_0,balcony_0,living_0,True,0.7798,bathroom_0:aux:1,2.6099,15.6918,13.0819,2.4491,13.3544,10.9053,0.64871,0.88641,0.2377,1.10221,1.85962,0.75741,-5.1526,-3.0309,0.58808,0.68981,1.02867,1.05361,0.021016,0.008943
985,10,144.7309,cross_room,best_single,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,15.8486,0.0,15.8149,15.8149,0.0,0.90622,0.90622,0.0,1.93932,1.93932,0.0,-2.4906,-2.4906,0.71974,0.71974,1.05252,1.05252,0.0,0.0
985,10,144.7309,cross_room,ds,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,8.9894,-6.8592,15.8149,3.7744,-12.0405,0.90622,0.70782,-0.1984,1.93932,1.26192,-0.67739,-2.4906,-11.4081,0.71974,0.59054,1.05252,1.04287,0.011809,0.005025
985,10,144.7309,cross_room,weighted_ds,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,16.3989,0.5503,15.8149,11.6019,-4.213,0.90622,0.89193,-0.01429,1.93932,2.14831,0.20899,-2.4906,-5.7944,0.71974,0.64869,1.05252,1.04717,0.011329,0.004821
985,10,144.7309,cross_room,mvdr,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,22.7235,6.8749,15.8149,2.6967,-13.1183,0.90622,0.87166,-0.03456,1.93932,2.48334,0.54403,-2.4906,-10.2692,0.71974,0.66175,1.05252,1.0478,0.020342,0.008656
985,10,144.7309,cross_room,gev,8,living_0,bedroom_0,balcony_0,living_0,True,0.7794,bathroom_0:aux:1,15.8486,15.3574,-0.4912,15.8149,-14.1071,-29.922,0.90622,0.90676,0.00055,1.93932,2.24871,0.30939,-2.4906,-17.1585,0.71974,0.71667,1.05252,1.07809,0.029242,0.012444
